,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,81,52,3,26,393,320,85.0,0.0,1
키움,82,51,1,30,355,306,82.5,2.5,2
LG,79,48,1,30,393,319,81.0,4.0,3
KT,79,40,2,37,347,317,73.5,11.5,4
KIA,78,38,1,39,382,368,71.5,13.5,5
롯데,79,34,3,42,328,367,68.0,17.0,6
두산,78,34,2,42,365,365,68.0,17.0,6
삼성,80,35,0,45,337,399,67.0,18.0,8
NC,77,31,2,44,318,341,65.5,19.5,9
한화,79,25,1,53,317,433,58.0,27.0,10
