,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,35,24,1,10,157,113,79.0,0.0,1
LG,35,21,0,14,164,133,75.5,3.5,2
두산,34,20,0,14,144,129,75.0,4.0,3
롯데,34,18,1,15,132,126,73.5,5.5,4
삼성,35,18,0,17,157,146,72.5,6.5,5
KIA,34,17,0,17,157,143,72.0,7.0,6
키움,35,17,0,18,122,137,71.5,7.5,7
KT,34,16,0,18,145,135,71.0,8.0,8
한화,35,11,0,24,123,187,65.5,13.5,9
NC,35,10,0,25,125,177,64.5,14.5,10
