,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,106,71,3,32,521,433,91.5,0.0,1
LG,102,62,1,39,540,416,83.5,8.0,2
키움,108,61,2,45,457,430,80.0,11.5,3
KT,104,57,2,45,466,408,78.0,13.5,4
KIA,103,51,1,51,520,469,72.0,19.5,5
NC,101,44,3,54,438,454,67.0,24.5,6
롯데,106,46,4,56,432,529,67.0,24.5,6
두산,102,44,2,56,472,496,66.0,25.5,8
삼성,105,42,2,61,455,536,62.5,29.0,9
한화,103,31,2,70,424,554,52.5,39.0,10
