,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,114,76,3,35,573,471,92.5,0.0,1
LG,110,67,1,42,573,435,84.5,8.0,2
KT,113,63,2,48,509,438,79.5,13.0,3
키움,116,64,2,50,497,495,79.0,13.5,4
KIA,112,55,1,56,573,524,71.5,21.0,5
롯데,115,51,4,60,471,565,67.5,25.0,6
NC,109,47,3,59,492,505,66.0,26.5,7
두산,110,47,2,61,492,520,65.0,27.5,8
삼성,113,46,2,65,497,579,62.5,30.0,9
한화,112,35,2,75,457,602,52.0,40.5,10
