,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,24,18,1,5,111,67,78.5,0.0,1
LG,24,14,0,10,104,86,74.0,4.5,2
롯데,23,13,1,9,95,85,74.0,4.5,2
두산,23,13,0,10,89,95,73.5,5.0,4
키움,24,13,0,11,84,90,73.0,5.5,5
KT,23,11,0,12,90,88,71.5,7.0,6
KIA,23,10,0,13,99,95,70.5,8.0,7
삼성,24,9,0,15,100,109,69.0,9.5,8
한화,24,8,0,16,83,113,68.0,10.5,9
NC,24,8,0,16,85,112,68.0,10.5,9
