,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,136,86,4,46,691,573,92.0,0.0,1
LG,131,80,2,49,667,484,87.5,4.5,2
키움,139,78,2,59,592,584,81.5,10.5,3
KT,134,73,2,59,575,523,79.0,13.0,4
KIA,135,64,1,70,672,644,69.0,23.0,5
NC,132,60,3,69,607,598,67.5,24.5,6
롯데,138,61,4,73,583,683,66.0,26.0,7
삼성,134,60,2,72,611,662,66.0,26.0,7
두산,132,55,2,75,594,660,62.0,30.0,9
한화,135,44,2,89,534,715,49.5,42.5,10
