,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,75,47,3,25,364,295,83.0,0.0,1
키움,76,47,1,28,335,288,81.5,1.5,2
LG,73,43,1,29,361,290,79.0,4.0,3
KIA,74,38,1,35,372,348,73.5,9.5,4
KT,75,36,2,37,314,306,71.5,11.5,5
삼성,75,35,0,40,311,346,69.5,13.5,6
두산,72,32,2,38,343,332,69.0,14.0,7
롯데,73,32,3,38,302,343,69.0,14.0,7
NC,72,27,2,43,274,319,64.0,19.0,9
한화,73,24,1,48,296,405,60.0,23.0,10
