,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,64,39,3,22,290,245,80.5,0.0,1
키움,63,37,1,25,273,254,78.0,2.5,2
LG,63,35,1,27,314,262,76.0,4.5,3
KIA,61,32,1,28,318,286,74.0,6.5,4
KT,63,30,2,31,254,250,71.5,9.0,5
두산,61,29,1,31,291,283,71.0,9.5,6
삼성,62,30,0,32,265,282,71.0,9.5,6
롯데,61,27,2,32,247,278,69.5,11.0,8
NC,62,24,1,37,244,267,65.5,15.0,9
한화,62,22,0,40,265,354,63.0,17.5,10
