,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,102,69,3,30,500,414,91.5,0.0,1
LG,98,59,1,38,515,395,82.5,9.0,2
키움,103,59,2,42,430,404,80.5,11.0,3
KT,99,52,2,45,438,394,75.5,16.0,4
KIA,99,49,1,49,500,454,72.0,19.5,5
두산,98,43,2,53,453,474,67.0,24.5,6
NC,98,42,3,53,425,441,66.5,25.0,7
롯데,102,43,4,55,415,512,66.0,25.5,8
삼성,100,41,2,57,435,502,64.0,27.5,9
한화,99,31,2,66,401,522,54.5,37.0,10
