,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,57,36,2,19,251,212,80.5,0.0,1
키움,56,34,0,22,240,219,78.0,2.5,2
LG,56,31,1,24,269,226,75.5,5.0,3
KIA,55,30,1,24,285,245,75.0,5.5,4
두산,54,26,1,27,252,243,71.5,9.0,5
삼성,55,27,0,28,243,248,71.5,9.0,5
롯데,55,24,2,29,210,250,69.5,11.0,7
KT,56,25,1,30,218,220,69.5,11.0,7
한화,56,21,0,35,233,300,65.0,15.5,9
NC,56,20,0,36,215,253,64.0,16.5,10
