,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,92,61,3,28,452,375,88.5,0.0,1
키움,94,57,1,36,400,355,82.5,6.0,2
LG,91,54,1,36,464,370,81.0,7.5,3
KT,91,49,2,40,395,363,76.5,12.0,4
KIA,90,47,1,42,468,413,74.5,14.0,5
두산,90,40,2,48,429,427,68.0,20.5,6
롯데,92,38,3,51,379,451,65.5,23.0,7
NC,90,37,2,51,376,410,65.0,23.5,8
삼성,92,38,1,53,394,466,64.5,24.0,9
한화,92,27,2,63,369,496,54.0,34.5,10
