,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,104,70,3,31,513,425,91.5,0.0,1
LG,99,60,1,38,521,400,83.0,8.5,2
키움,105,60,2,43,439,414,80.5,11.0,3
KT,101,54,2,45,455,400,76.5,15.0,4
KIA,101,50,1,50,515,461,72.0,19.5,5
두산,100,44,2,54,462,483,67.0,24.5,6
롯데,104,44,4,56,419,522,66.0,25.5,7
NC,99,42,3,54,426,448,66.0,25.5,7
삼성,102,42,2,58,443,516,64.0,27.5,9
한화,101,31,2,68,412,536,53.5,38.0,10
