,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,119,77,3,39,584,485,91.0,0.0,1
LG,114,71,1,42,590,440,86.5,4.5,2
키움,122,69,2,51,521,513,81.0,10.0,3
KT,118,65,2,51,521,451,79.0,12.0,4
KIA,117,58,1,58,598,545,72.0,19.0,5
롯데,120,53,4,63,501,584,67.0,24.0,6
NC,114,49,3,62,509,524,65.5,25.5,7
삼성,118,50,2,66,515,594,64.0,27.0,8
두산,115,48,2,65,507,557,63.5,27.5,9
한화,117,36,2,79,472,625,50.5,40.5,10
