,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,36,24,1,11,159,119,78.5,0.0,1
LG,36,21,0,15,165,143,75.0,3.5,2
두산,34,20,0,14,144,129,75.0,3.5,2
롯데,35,19,1,15,140,127,74.0,4.5,4
삼성,35,18,0,17,157,146,72.5,6.0,5
KIA,35,18,0,17,167,144,72.5,6.0,5
키움,36,18,0,18,129,142,72.0,6.5,7
KT,35,16,0,19,150,142,70.5,8.0,8
한화,36,11,0,25,124,195,65.0,13.5,9
NC,36,11,0,25,131,179,65.0,13.5,9
