,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,31,22,1,8,141,100,79.0,0.0,1
두산,30,17,0,13,127,121,74.0,5.0,2
롯데,30,16,1,13,115,113,73.5,5.5,3
키움,31,17,0,14,117,114,73.5,5.5,3
LG,31,17,0,14,136,121,73.5,5.5,3
삼성,31,15,0,16,142,134,71.5,7.5,6
KT,30,14,0,16,126,124,71.0,8.0,7
KIA,30,14,0,16,139,123,71.0,8.0,7
한화,31,11,0,20,107,155,67.5,11.5,9
NC,31,9,0,22,114,159,65.5,13.5,10
