,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
LG,5,5,0,0,28,7,74.5,0.0,1
SSG,5,5,0,0,23,9,74.5,0.0,1
삼성,5,3,0,2,25,21,72.5,2.0,3
KIA,5,3,0,2,19,21,72.5,2.0,3
롯데,5,3,0,2,17,13,72.5,2.0,3
두산,5,3,0,2,19,22,72.5,2.0,3
KT,5,1,0,4,17,22,70.5,4.0,7
NC,5,1,0,4,8,15,70.5,4.0,7
키움,5,1,0,4,11,26,70.5,4.0,7
한화,5,0,0,5,13,24,69.5,5.0,10
