,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,129,81,4,44,640,540,90.5,0.0,1
LG,124,76,2,46,638,466,87.0,3.5,2
키움,132,74,2,56,558,551,81.0,9.5,3
KT,128,70,2,56,551,499,79.0,11.5,4
KIA,128,62,1,65,654,597,70.5,20.0,5
NC,125,57,3,65,586,570,68.0,22.5,6
롯데,131,57,4,70,549,660,65.5,25.0,7
삼성,128,56,2,70,566,636,65.0,25.5,8
두산,125,52,2,71,557,617,62.5,28.0,9
한화,128,42,2,84,515,678,51.0,39.5,10
