,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,53,35,2,16,244,193,81.5,0.0,1
키움,53,32,0,21,231,202,77.5,4.0,2
KIA,52,30,0,22,278,234,76.0,5.5,3
LG,53,29,1,23,256,221,75.0,6.5,4
삼성,52,25,0,27,220,223,71.0,10.5,5
두산,51,24,1,26,228,226,71.0,10.5,5
롯데,52,23,2,27,202,236,70.0,11.5,7
KT,52,23,0,29,207,210,69.0,12.5,8
한화,53,20,0,33,215,291,65.5,16.0,9
NC,53,18,0,35,202,247,63.5,18.0,10
