,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,72,45,3,24,346,283,82.5,0.0,1
키움,72,43,1,28,315,278,79.5,3.0,2
LG,71,41,1,29,353,289,78.0,4.5,3
KIA,70,38,1,31,362,329,75.5,7.0,4
KT,71,34,2,35,284,289,71.5,11.0,5
삼성,71,33,0,38,291,315,69.5,13.0,6
롯데,70,31,2,37,290,330,69.0,13.5,7
두산,69,31,1,37,331,320,69.0,13.5,7
NC,70,27,2,41,271,307,65.0,17.5,9
한화,70,23,1,46,285,388,60.5,22.0,10
