,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,77,49,3,25,373,302,84.0,0.0,1
키움,78,49,1,28,345,293,82.5,1.5,2
LG,75,44,1,30,364,299,79.0,5.0,3
KIA,76,38,1,37,379,357,72.5,11.5,4
KT,77,38,2,37,333,316,72.5,11.5,4
삼성,76,35,0,41,312,363,69.0,15.0,6
롯데,75,33,3,39,311,346,69.0,15.0,6
두산,74,32,2,40,353,351,68.0,16.0,8
NC,73,28,2,43,291,320,64.5,19.5,9
한화,75,24,1,50,301,415,59.0,25.0,10
