,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,52,35,2,15,243,179,82.0,0.0,1
키움,52,31,0,21,225,197,77.0,5.0,2
KIA,51,29,0,22,274,231,75.5,6.5,3
LG,52,29,0,23,254,219,75.0,7.0,4
두산,50,24,1,25,225,222,71.5,10.5,5
삼성,51,25,0,26,215,217,71.5,10.5,5
롯데,51,23,1,27,200,234,70.0,12.0,7
KT,51,22,0,29,193,209,68.5,13.5,8
한화,52,20,0,32,212,287,66.0,16.0,9
NC,52,17,0,35,198,244,63.0,19.0,10
