,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,43,28,2,13,199,150,79.5,0.0,1
LG,43,26,0,17,202,164,76.5,3.0,2
키움,43,24,0,19,169,168,74.5,5.0,3
KIA,42,22,0,20,205,177,73.0,6.5,4
삼성,42,22,0,20,178,167,73.0,6.5,4
두산,41,21,1,19,173,168,73.0,6.5,4
롯데,42,21,1,20,172,175,72.5,7.0,7
KT,42,19,0,23,168,171,70.0,9.5,8
NC,43,14,0,29,170,214,64.5,15.0,9
한화,43,13,0,30,150,232,63.5,16.0,10
