,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,73,46,3,24,353,286,83.0,0.0,1
키움,73,44,1,28,324,282,80.0,3.0,2
LG,72,42,1,29,356,290,78.5,4.5,3
KIA,71,38,1,32,366,337,75.0,8.0,4
KT,72,34,2,36,285,292,71.0,12.0,5
삼성,72,34,0,38,297,317,70.0,13.0,6
두산,70,32,1,37,339,324,69.5,13.5,7
롯데,71,31,2,38,294,339,68.5,14.5,8
NC,71,27,2,42,274,314,64.5,18.5,9
한화,71,23,1,47,287,394,60.0,23.0,10
