,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,89,59,3,27,439,357,88.0,0.0,1
키움,91,57,1,33,391,337,84.0,4.0,2
LG,88,54,1,33,453,354,82.5,5.5,3
KT,88,46,2,40,377,353,75.0,13.0,4
KIA,87,45,1,41,446,400,74.0,14.0,5
롯데,89,38,3,48,362,429,67.0,21.0,6
두산,87,37,2,48,408,414,66.5,21.5,7
NC,87,35,2,50,360,396,64.5,23.5,8
삼성,89,36,0,53,372,446,63.5,24.5,9
한화,89,27,1,61,353,475,55.0,33.0,10
