,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,82,53,3,26,402,328,85.5,0.0,1
키움,83,52,1,30,358,308,83.0,2.5,2
LG,80,49,1,30,404,323,81.5,4.0,3
KT,80,41,2,37,353,320,74.0,11.5,4
KIA,79,39,1,39,387,371,72.0,13.5,5
롯데,80,34,3,43,331,373,67.5,18.0,6
두산,79,34,2,43,369,376,67.5,18.0,6
삼성,81,35,0,46,345,408,66.5,19.0,8
NC,78,31,2,45,320,344,65.0,20.5,9
한화,80,25,1,54,320,438,57.5,28.0,10
