,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,76,48,3,25,371,301,83.5,0.0,1
키움,77,48,1,28,342,293,82.0,1.5,2
LG,74,44,1,29,363,291,79.5,4.0,3
KIA,75,38,1,36,378,355,73.0,10.5,4
KT,76,37,2,37,325,313,72.0,11.5,5
삼성,75,35,0,40,311,346,69.5,14.0,6
두산,73,32,2,39,350,343,68.5,15.0,7
롯데,74,32,3,39,303,345,68.5,15.0,7
NC,72,27,2,43,274,319,64.0,19.5,9
한화,74,24,1,49,301,412,59.5,24.0,10
