,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,44,29,2,13,202,151,80.0,0.0,1
LG,44,26,0,18,203,167,76.0,4.0,2
키움,44,24,0,20,174,174,74.0,6.0,3
삼성,43,23,0,20,182,170,73.5,6.5,4
KIA,43,23,0,20,213,183,73.5,6.5,4
롯데,43,22,1,20,177,179,73.0,7.0,6
두산,42,21,1,20,177,173,72.5,7.5,7
KT,43,19,0,24,171,175,69.5,10.5,8
NC,44,14,0,30,176,222,64.0,16.0,9
한화,44,14,0,30,156,237,64.0,16.0,9
