,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,21,17,0,4,101,55,78.5,0.0,1
두산,20,12,0,8,71,73,74.0,4.5,2
LG,21,12,0,9,87,73,73.5,5.0,3
롯데,20,11,0,9,81,79,73.0,5.5,4
키움,21,11,0,10,70,83,72.5,6.0,5
KIA,20,10,0,10,92,83,72.0,6.5,6
KT,20,8,0,12,76,80,70.0,8.5,7
삼성,21,8,0,13,92,93,69.5,9.0,8
한화,21,8,0,13,78,94,69.5,9.0,8
NC,21,6,0,15,62,97,67.5,11.0,10
