,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,50,34,2,14,240,176,82.0,0.0,1
키움,50,30,0,20,220,191,77.0,5.0,2
LG,50,28,0,22,235,207,75.0,7.0,3
KIA,49,27,0,22,254,218,74.5,7.5,4
두산,48,24,1,23,212,202,72.5,9.5,5
삼성,49,24,0,25,209,212,71.5,10.5,6
롯데,49,22,1,26,188,215,70.0,12.0,7
KT,49,21,0,28,190,206,68.5,13.5,8
한화,50,19,0,31,204,277,66.0,16.0,9
NC,50,16,0,34,188,236,63.0,19.0,10
