,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,79,51,3,25,380,307,85.0,0.0,1
키움,80,51,1,28,351,297,83.5,1.5,2
LG,77,46,1,30,372,301,80.0,5.0,3
KT,78,39,2,37,339,316,73.0,12.0,4
KIA,77,38,1,38,381,360,72.0,13.0,5
롯데,77,33,3,41,315,354,68.0,17.0,6
삼성,78,35,0,43,319,378,68.0,17.0,6
두산,76,32,2,42,356,361,67.0,18.0,8
NC,75,30,2,43,303,326,65.5,19.5,9
한화,77,24,1,52,302,418,58.0,27.0,10
