,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,10,10,0,0,54,19,77.0,0.0,1
LG,10,7,0,3,44,28,74.0,3.0,2
두산,9,6,0,3,36,32,73.5,3.5,3
키움,10,6,0,4,36,35,73.0,4.0,4
삼성,10,5,0,5,44,32,72.0,5.0,5
롯데,9,4,0,5,31,33,71.5,5.5,6
KIA,9,4,0,5,32,49,71.5,5.5,6
KT,9,2,0,7,27,40,69.5,7.5,8
NC,10,2,0,8,25,43,69.0,8.0,9
한화,10,2,0,8,29,47,69.0,8.0,9
