,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
LG,4,4,0,0,22,7,74.0,0.0,1
SSG,4,4,0,0,19,6,74.0,0.0,1
삼성,4,3,0,1,20,15,73.0,1.0,3
두산,4,2,0,2,13,17,72.0,2.0,4
롯데,4,2,0,2,15,12,72.0,2.0,4
KIA,4,2,0,2,13,19,72.0,2.0,4
KT,4,1,0,3,14,18,71.0,3.0,7
키움,4,1,0,3,11,20,71.0,3.0,7
NC,4,1,0,3,7,13,71.0,3.0,7
한화,4,0,0,4,11,18,70.0,4.0,10
