,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,14,13,0,1,73,31,78.0,0.0,1
LG,14,10,0,4,66,45,75.0,3.0,2
키움,14,9,0,5,48,43,74.0,4.0,3
두산,13,8,0,5,49,47,73.5,4.5,4
롯데,13,7,0,6,46,50,72.5,5.5,5
KIA,13,6,0,7,52,60,71.5,6.5,6
삼성,14,6,0,8,59,53,71.0,7.0,7
KT,13,3,0,10,46,57,68.5,9.5,8
한화,14,3,0,11,48,72,68.0,10.0,9
NC,14,3,0,11,33,62,68.0,10.0,9
