,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,66,41,3,22,302,247,81.5,0.0,1
키움,65,38,1,26,281,260,78.0,3.5,2
LG,65,37,1,27,320,265,77.0,4.5,3
KIA,63,34,1,28,327,291,75.0,6.5,4
KT,65,31,2,32,258,258,71.5,10.0,5
삼성,64,30,0,34,269,289,70.0,11.5,6
두산,63,29,1,33,295,293,70.0,11.5,6
롯데,63,28,2,33,252,284,69.5,12.0,8
NC,64,24,2,38,247,272,65.0,16.5,9
한화,64,22,1,41,266,358,62.5,19.0,10
