,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,11,10,0,1,55,24,76.5,0.0,1
LG,11,8,0,3,49,29,74.5,2.0,2
두산,10,7,0,3,41,36,74.0,2.5,3
키움,11,7,0,4,37,35,73.5,3.0,4
삼성,11,6,0,5,52,35,72.5,4.0,5
롯데,10,5,0,5,34,35,72.0,4.5,6
KIA,10,4,0,6,34,52,71.0,5.5,7
KT,10,2,0,8,31,45,69.0,7.5,8
NC,11,2,0,9,25,44,68.5,8.0,9
한화,11,2,0,9,32,55,68.5,8.0,9
