,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,28,20,1,7,122,87,78.5,0.0,1
롯데,27,16,1,10,112,96,75.0,3.5,2
키움,28,16,0,12,107,99,74.0,4.5,3
두산,27,15,0,12,107,103,73.5,5.0,4
LG,28,15,0,13,111,101,73.0,5.5,5
KT,27,12,0,15,104,111,70.5,8.0,6
삼성,28,12,0,16,128,131,70.0,8.5,7
KIA,27,11,0,16,111,116,69.5,9.0,8
한화,28,11,0,17,97,123,69.0,9.5,9
NC,28,9,0,19,101,133,67.0,11.5,10
