,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,59,36,3,20,257,219,80.0,0.0,1
키움,58,34,1,23,246,231,77.5,2.5,2
LG,58,32,1,25,281,238,75.5,4.5,3
KIA,57,31,1,25,297,257,75.0,5.0,4
삼성,57,28,0,29,253,257,71.5,8.5,5
두산,56,27,1,28,269,255,71.5,8.5,5
KT,58,26,2,30,230,226,70.0,10.0,7
롯데,57,25,2,30,219,260,69.5,10.5,8
한화,58,22,0,36,245,317,65.0,15.0,9
NC,58,21,1,36,222,259,64.5,15.5,10
