,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,107,71,3,33,525,441,91.0,0.0,1
LG,103,63,1,39,548,420,84.0,7.0,2
키움,109,61,2,46,459,440,79.5,11.5,3
KT,106,58,2,46,470,412,78.0,13.0,4
KIA,105,52,1,52,540,492,72.0,19.0,5
NC,103,45,3,55,461,474,67.0,24.0,6
롯데,108,47,4,57,436,533,67.0,24.0,6
두산,103,45,2,56,482,498,66.5,24.5,8
삼성,107,44,2,61,471,545,63.5,27.5,9
한화,105,31,2,72,433,570,51.5,39.5,10
