,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,30,21,1,8,138,100,78.5,0.0,1
롯데,29,16,1,12,114,109,74.0,4.5,2
키움,30,17,0,13,117,111,74.0,4.5,2
두산,29,16,0,13,116,113,73.5,5.0,4
LG,30,16,0,14,130,118,73.0,5.5,5
KT,29,14,0,15,118,113,71.5,7.0,6
삼성,30,14,0,16,138,133,71.0,7.5,7
KIA,29,13,0,16,134,119,70.5,8.0,8
한화,30,11,0,19,103,150,68.0,10.5,9
NC,30,9,0,21,111,153,66.0,12.5,10
