,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
LG,3,3,0,0,20,6,73.5,0.0,1
SSG,3,3,0,0,16,6,73.5,0.0,1
두산,3,2,0,1,12,10,72.5,1.0,3
롯데,3,2,0,1,15,7,72.5,1.0,3
삼성,3,2,0,1,13,14,72.5,1.0,3
KT,3,1,0,2,14,15,71.5,2.0,6
키움,3,1,0,2,10,18,71.5,2.0,6
KIA,3,1,0,2,6,15,71.5,2.0,6
NC,3,0,0,3,2,13,70.5,3.0,9
한화,3,0,0,3,7,11,70.5,3.0,9
