,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,133,83,4,46,662,563,90.5,0.0,1
LG,128,79,2,47,665,475,88.0,2.5,2
키움,136,76,2,58,576,573,81.0,9.5,3
KT,132,72,2,58,563,511,79.0,11.5,4
KIA,132,62,1,69,664,638,68.5,22.0,5
NC,129,59,3,67,601,590,68.0,22.5,6
롯데,135,60,4,71,571,672,66.5,24.0,7
삼성,132,59,2,71,599,650,66.0,24.5,8
두산,129,54,2,73,583,639,62.5,28.0,9
한화,132,43,2,87,527,700,50.0,40.5,10
