,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,39,25,2,12,177,137,78.5,0.0,1
LG,39,23,0,16,178,152,75.5,3.0,2
두산,37,20,1,16,156,146,74.0,4.5,3
롯데,38,20,1,17,155,144,73.5,5.0,4
키움,39,21,0,18,148,147,73.5,5.0,4
삼성,38,20,0,18,168,153,73.0,5.5,6
KIA,38,19,0,19,177,158,72.0,6.5,7
KT,38,17,0,21,154,152,70.0,8.5,8
한화,39,13,0,26,141,210,65.5,13.0,9
NC,39,12,0,27,144,199,64.5,14.0,10
