,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,15,13,0,2,78,39,77.5,0.0,1
LG,15,10,0,5,66,50,74.5,3.0,2
키움,15,10,0,5,56,48,74.5,3.0,2
두산,14,8,0,6,52,53,73.0,4.5,4
롯데,14,7,0,7,48,56,72.0,5.5,5
KIA,14,7,0,7,58,63,72.0,5.5,5
삼성,15,6,0,9,67,64,70.5,7.0,7
KT,14,4,0,10,51,57,69.0,8.5,8
한화,15,4,0,11,54,74,68.5,9.0,9
NC,15,4,0,11,44,70,68.5,9.0,9
