,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,139,87,4,48,709,596,91.5,0.0,1
LG,136,84,2,50,683,493,89.0,2.5,2
키움,142,79,2,61,614,606,81.0,10.5,3
KT,138,77,2,59,602,531,81.0,10.5,3
KIA,137,66,1,70,681,651,70.0,21.5,5
NC,137,62,3,72,619,620,67.0,24.5,6
롯데,140,62,4,74,593,693,66.0,25.5,7
삼성,138,62,2,74,631,673,66.0,25.5,7
두산,137,57,2,78,612,692,61.5,30.0,9
한화,140,44,2,94,548,737,47.0,44.5,10
