,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,124,78,4,42,607,523,90.0,0.0,1
LG,120,74,2,44,630,458,87.0,3.0,2
KT,124,69,2,53,545,486,80.0,10.0,3
키움,127,70,2,55,533,536,79.5,10.5,4
KIA,123,62,1,60,643,576,73.0,17.0,5
NC,120,54,3,63,561,549,67.5,22.5,6
롯데,126,55,4,67,519,624,66.0,24.0,7
삼성,123,53,2,68,534,611,64.5,25.5,8
두산,120,49,2,69,530,585,62.0,28.0,9
한화,123,39,2,82,499,653,50.5,39.5,10
