,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,55,35,2,18,247,206,80.5,0.0,1
키움,55,33,0,22,237,219,77.5,3.0,2
LG,55,31,1,23,269,224,76.0,4.5,3
KIA,54,30,0,24,283,243,75.0,5.5,4
삼성,54,26,0,28,236,244,71.0,9.5,5
두산,53,25,1,27,249,242,71.0,9.5,5
KT,54,25,0,29,216,215,70.0,10.5,7
롯데,54,24,2,28,206,243,70.0,10.5,7
한화,55,21,0,34,232,297,65.5,15.0,9
NC,55,19,0,36,209,251,63.5,17.0,10
