,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,38,25,1,12,168,128,78.5,0.0,1
LG,38,23,0,15,176,149,76.0,2.5,2
두산,36,20,0,16,147,137,74.0,4.5,3
롯데,37,20,1,16,152,140,74.0,4.5,3
삼성,37,20,0,17,165,149,73.5,5.0,5
키움,38,20,0,18,137,143,73.0,5.5,6
KIA,37,18,0,19,173,155,71.5,7.0,7
KT,37,16,0,21,151,150,69.5,9.0,8
한화,38,12,0,26,137,207,65.0,13.5,9
NC,38,12,0,26,140,188,65.0,13.5,9
