,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,120,78,3,39,592,491,91.5,0.0,1
LG,116,72,1,43,610,449,86.5,5.0,2
키움,123,69,2,52,525,524,80.5,11.0,3
KT,120,67,2,51,535,458,80.0,11.5,4
KIA,119,58,1,60,603,557,71.0,20.5,5
롯데,122,54,4,64,508,601,67.0,24.5,6
NC,116,50,3,63,514,537,65.5,26.0,7
삼성,119,51,2,66,526,598,64.5,27.0,8
두산,116,48,2,66,510,561,63.0,28.5,9
한화,119,37,2,80,487,634,50.5,41.0,10
