,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,45,30,2,13,205,153,80.5,0.0,1
LG,45,26,0,19,207,173,75.5,5.0,2
키움,45,25,0,20,180,178,74.5,6.0,3
KIA,44,24,0,20,217,186,74.0,6.5,4
삼성,44,23,0,21,185,174,73.0,7.5,5
롯데,44,22,1,21,179,182,72.5,8.0,6
두산,43,21,1,21,180,179,72.0,8.5,7
KT,44,19,0,25,173,178,69.0,11.5,8
NC,45,15,0,30,179,224,64.5,16.0,9
한화,45,15,0,30,162,240,64.5,16.0,9
