,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,83,54,3,26,415,338,86.0,0.0,1
키움,84,53,1,30,368,309,83.5,2.5,2
LG,81,50,1,30,412,329,82.0,4.0,3
KT,81,42,2,37,356,321,74.5,11.5,4
KIA,80,40,1,39,393,376,72.5,13.5,5
롯데,81,34,3,44,332,376,67.0,19.0,6
두산,80,34,2,44,375,384,67.0,19.0,6
삼성,82,35,0,47,355,421,66.0,20.0,8
NC,79,31,2,46,321,354,64.5,21.5,9
한화,81,25,1,55,325,444,57.0,29.0,10
