,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,138,86,4,48,702,593,91.0,0.0,1
LG,135,83,2,50,681,492,88.5,2.5,2
키움,141,79,2,60,611,599,81.5,9.5,3
KT,138,77,2,59,602,531,81.0,10.0,4
KIA,137,66,1,70,681,651,70.0,21.0,5
NC,136,62,3,71,618,618,67.5,23.5,6
롯데,139,61,4,74,587,688,65.5,25.5,7
삼성,137,61,2,74,620,670,65.5,25.5,7
두산,136,57,2,77,609,681,62.0,29.0,9
한화,139,44,2,93,543,731,47.5,43.5,10
