,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,34,24,1,9,155,109,79.5,0.0,1
LG,34,20,0,14,153,126,75.0,4.5,2
두산,33,19,0,14,141,127,74.5,5.0,3
롯데,33,18,1,14,130,122,74.0,5.5,4
키움,34,17,0,17,120,134,72.0,7.5,5
삼성,34,17,0,17,153,144,72.0,7.5,5
KIA,33,16,0,17,152,139,71.5,8.0,7
KT,33,16,0,17,141,130,71.5,8.0,7
한화,34,11,0,23,116,176,66.0,13.5,9
NC,34,9,0,25,121,175,64.0,15.5,10
