,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,17,15,0,2,88,42,78.5,0.0,1
두산,16,10,0,6,58,57,74.0,4.5,2
키움,17,10,0,7,59,58,73.5,5.0,3
LG,17,10,0,7,71,61,73.5,5.0,3
롯데,16,8,0,8,61,63,72.0,6.5,5
KIA,16,7,0,9,62,69,71.0,7.5,6
삼성,17,7,0,10,77,70,70.5,8.0,7
KT,16,6,0,10,62,62,70.0,8.5,8
NC,17,5,0,12,50,80,68.5,10.0,9
한화,17,5,0,12,61,87,68.5,10.0,9
