,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,61,38,3,20,270,223,81.0,0.0,1
키움,60,35,1,24,258,242,77.5,3.5,2
LG,60,33,1,26,295,250,75.5,5.5,3
KIA,59,32,1,26,308,269,75.0,6.0,4
두산,58,28,1,29,281,269,71.5,9.5,5
KT,60,28,2,30,243,230,71.0,10.0,6
삼성,59,28,0,31,255,270,70.5,10.5,7
롯데,59,25,2,32,223,273,68.5,12.5,8
NC,60,23,1,36,235,261,65.5,15.5,9
한화,60,22,0,38,249,330,64.0,17.0,10
