,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,46,31,2,13,214,154,81.0,0.0,1
LG,46,26,0,20,212,183,75.0,6.0,2
키움,46,26,0,20,190,183,75.0,6.0,2
KIA,45,25,0,20,228,191,74.5,6.5,4
삼성,45,23,0,22,190,185,72.5,8.5,5
롯데,45,22,1,22,180,191,72.0,9.0,6
두산,44,21,1,22,181,193,71.5,9.5,7
KT,45,20,0,25,176,180,69.5,11.5,8
한화,46,16,0,30,176,241,65.0,16.0,9
NC,46,15,0,31,181,227,64.0,17.0,10
