,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,108,72,3,33,539,448,91.5,0.0,1
LG,104,64,1,39,554,421,84.5,7.0,2
키움,110,61,2,47,466,454,79.0,12.5,3
KT,107,58,2,47,472,417,77.5,14.0,4
KIA,106,53,1,52,545,494,72.5,19.0,5
NC,103,45,3,55,461,474,67.0,24.5,6
롯데,109,47,4,58,439,538,66.5,25.0,7
두산,104,45,2,57,483,504,66.0,25.5,8
삼성,107,44,2,61,471,545,63.5,28.0,9
한화,106,32,2,72,438,573,52.0,39.5,10
