,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,126,79,4,43,627,533,90.0,0.0,1
LG,122,75,2,45,636,461,87.0,3.0,2
키움,129,72,2,55,542,537,80.5,9.5,3
KT,126,70,2,54,550,493,80.0,10.0,4
KIA,125,62,1,62,647,586,72.0,18.0,5
NC,122,55,3,64,573,558,67.5,22.5,6
롯데,128,56,4,68,534,643,66.0,24.0,7
삼성,125,55,2,68,540,613,65.5,24.5,8
두산,122,50,2,70,536,593,62.0,28.0,9
한화,125,39,2,84,502,670,49.5,40.5,10
