,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,137,86,4,47,693,579,91.5,0.0,1
LG,132,81,2,49,673,486,88.0,3.5,2
키움,139,78,2,59,592,584,81.5,10.0,3
KT,135,74,2,59,584,524,79.5,12.0,4
KIA,136,65,1,70,676,647,69.5,22.0,5
NC,133,60,3,70,608,607,67.0,24.5,6
롯데,138,61,4,73,583,683,66.0,25.5,7
삼성,135,60,2,73,614,666,65.5,26.0,8
두산,133,56,2,75,599,663,62.5,29.0,9
한화,136,44,2,90,537,720,49.0,42.5,10
