,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,23,17,1,5,103,60,78.0,0.0,1
LG,23,14,0,9,100,77,74.5,3.5,2
두산,22,13,0,9,82,87,74.0,4.0,3
롯데,22,12,1,9,86,81,73.5,4.5,4
키움,23,13,0,10,80,84,73.5,4.5,4
KIA,22,10,0,12,96,91,71.0,7.0,6
KT,22,10,0,12,84,84,71.0,7.0,6
한화,23,8,0,15,79,104,68.5,9.5,8
삼성,23,8,0,15,96,106,68.5,9.5,8
NC,23,7,0,16,76,108,67.5,10.5,10
