,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,16,14,0,2,84,40,78.0,0.0,1
키움,16,10,0,6,57,54,74.0,4.0,2
LG,16,10,0,6,69,55,74.0,4.0,2
두산,15,9,0,6,56,56,73.5,4.5,4
롯데,15,8,0,7,55,56,72.5,5.5,5
KIA,15,7,0,8,61,67,71.5,6.5,6
삼성,16,6,0,10,67,67,70.0,8.0,7
KT,15,5,0,10,56,60,69.5,8.5,8
NC,16,5,0,11,47,70,69.0,9.0,9
한화,16,4,0,12,54,81,68.0,10.0,10
