,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,132,83,4,45,659,559,91.0,0.0,1
LG,127,78,2,47,654,473,87.5,3.5,2
키움,135,75,2,58,571,569,80.5,10.5,3
KT,131,71,2,58,559,508,78.5,12.5,4
KIA,131,62,1,68,662,627,69.0,22.0,5
NC,128,58,3,67,596,589,67.5,23.5,6
삼성,131,59,2,70,595,645,66.5,24.5,7
롯데,134,59,4,71,562,672,66.0,25.0,8
두산,128,54,2,72,582,634,63.0,28.0,9
한화,131,43,2,86,527,691,50.5,40.5,10
