,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,87,58,3,26,434,344,88.0,0.0,1
키움,89,56,1,32,383,322,84.0,4.0,2
LG,86,53,1,32,443,348,82.5,5.5,3
KT,86,45,2,39,367,344,75.0,13.0,4
KIA,85,44,1,40,422,391,74.0,14.0,5
롯데,87,38,3,46,361,400,68.0,20.0,6
두산,85,36,2,47,398,408,66.5,21.5,7
NC,85,33,2,50,345,394,63.5,24.5,8
삼성,87,35,0,52,362,442,63.5,24.5,8
한화,87,26,1,60,348,470,55.0,33.0,10
