,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,74,46,3,25,356,292,82.5,0.0,1
키움,74,45,1,28,329,284,80.5,2.0,2
LG,73,43,1,29,361,290,79.0,3.5,3
KIA,72,38,1,33,368,342,74.5,8.0,4
KT,73,35,2,36,299,296,71.5,11.0,5
삼성,73,34,0,39,301,331,69.5,13.0,6
두산,71,32,2,37,342,327,69.5,13.0,6
롯데,72,31,3,38,297,342,68.5,14.0,8
NC,72,27,2,43,274,319,64.0,18.5,9
한화,72,24,1,47,293,397,60.5,22.0,10
