,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,71,44,3,24,338,282,82.0,0.0,1
키움,71,42,1,28,302,273,79.0,3.0,2
LG,70,40,1,29,346,287,77.5,4.5,3
KIA,69,37,1,31,354,323,75.0,7.0,4
KT,70,34,2,34,282,282,72.0,10.0,5
두산,68,31,1,36,325,312,69.5,12.5,6
롯데,69,31,2,36,285,317,69.5,12.5,6
삼성,70,32,0,38,286,313,69.0,13.0,8
NC,69,27,2,40,270,299,65.5,16.5,9
한화,69,23,1,45,283,383,61.0,21.0,10
